date,latitude,longitude,temperature
2020-01-16 12:00:00+00:00,-1.5,61.5,29.198778
2020-01-16 12:00:00+00:00,-1.5,62.5,29.158989
2020-01-16 12:00:00+00:00,-1.5,63.5,29.136917
2020-01-16 12:00:00+00:00,-1.5,64.5,29.163769
2020-01-16 12:00:00+00:00,-1.5,65.5,29.176994
2020-01-16 12:00:00+00:00,-1.5,66.5,29.178444
2020-01-16 12:00:00+00:00,-1.5,67.5,29.185246
2020-01-16 12:00:00+00:00,-1.5,68.5,29.171268
2020-01-16 12:00:00+00:00,-1.5,69.5,29.164402
2020-01-16 12:00:00+00:00,-1.5,70.5,29.182465
2020-01-16 12:00:00+00:00,-1.5,71.5,29.192001
2020-01-16 12:00:00+00:00,-1.5,72.5,29.18642
2020-01-16 12:00:00+00:00,-1.5,73.5,29.196575
2020-01-16 12:00:00+00:00,-1.5,74.5,29.240246
2020-01-16 12:00:00+00:00,-1.5,75.5,29.278118
2020-01-16 12:00:00+00:00,-1.5,76.5,29.285236
2020-01-16 12:00:00+00:00,-1.5,77.5,29.291702
2020-01-16 12:00:00+00:00,-1.5,78.5,29.299686
2020-01-16 12:00:00+00:00,-1.5,79.5,29.289265
2020-01-16 12:00:00+00:00,-1.5,80.5,29.272991
2020-01-16 12:00:00+00:00,-2.5,60.5,29.188549
2020-01-16 12:00:00+00:00,-2.5,61.5,29.175282
2020-01-16 12:00:00+00:00,-2.5,62.5,29.13405
2020-01-16 12:00:00+00:00,-2.5,63.5,29.113699
2020-01-16 12:00:00+00:00,-2.5,64.5,29.134789
2020-01-16 12:00:00+00:00,-2.5,65.5,29.151714
2020-01-16 12:00:00+00:00,-2.5,66.5,29.159037
2020-01-16 12:00:00+00:00,-2.5,67.5,29.160904
2020-01-16 12:00:00+00:00,-2.5,68.5,29.148903
2020-01-16 12:00:00+00:00,-2.5,69.5,29.155924
2020-01-16 12:00:00+00:00,-2.5,70.5,29.18832
2020-01-16 12:00:00+00:00,-2.5,71.5,29.204674
2020-01-16 12:00:00+00:00,-2.5,72.5,29.200987
2020-01-16 12:00:00+00:00,-2.5,73.5,29.21228
2020-01-16 12:00:00+00:00,-2.5,74.5,29.254951
2020-01-16 12:00:00+00:00,-2.5,75.5,29.288746
2020-01-16 12:00:00+00:00,-2.5,76.5,29.287413
2020-01-16 12:00:00+00:00,-2.5,77.5,29.289616
2020-01-16 12:00:00+00:00,-2.5,78.5,29.294722
2020-01-16 12:00:00+00:00,-2.5,79.5,29.269526
2020-01-16 12:00:00+00:00,-2.5,80.5,29.238148
2020-01-16 12:00:00+00:00,-3.5,60.5,29.183979
2020-01-16 12:00:00+00:00,-3.5,61.5,29.168562
2020-01-16 12:00:00+00:00,-3.5,62.5,29.110867
2020-01-16 12:00:00+00:00,-3.5,63.5,29.085491
2020-01-16 12:00:00+00:00,-3.5,64.5,29.105091
2020-01-16 12:00:00+00:00,-3.5,65.5,29.157928
2020-01-16 12:00:00+00:00,-3.5,66.5,29.225285
2020-01-16 12:00:00+00:00,-3.5,67.5,29.221199
2020-01-16 12:00:00+00:00,-3.5,68.5,29.155445
2020-01-16 12:00:00+00:00,-3.5,69.5,29.13145
2020-01-16 12:00:00+00:00,-3.5,70.5,29.150827
2020-01-16 12:00:00+00:00,-3.5,71.5,29.164385
2020-01-16 12:00:00+00:00,-3.5,72.5,29.16663
2020-01-16 12:00:00+00:00,-3.5,73.5,29.18761
2020-01-16 12:00:00+00:00,-3.5,74.5,29.239168
2020-01-16 12:00:00+00:00,-3.5,75.5,29.281788
2020-01-16 12:00:00+00:00,-3.5,76.5,29.292688
2020-01-16 12:00:00+00:00,-3.5,77.5,29.289606
2020-01-16 12:00:00+00:00,-3.5,78.5,29.273872
2020-01-16 12:00:00+00:00,-3.5,79.5,29.207592
2020-01-16 12:00:00+00:00,-3.5,80.5,29.11579
2020-01-16 12:00:00+00:00,-4.5,60.5,29.175144
2020-01-16 12:00:00+00:00,-4.5,61.5,29.13581
2020-01-16 12:00:00+00:00,-4.5,62.5,29.032364
2020-01-16 12:00:00+00:00,-4.5,63.5,29.015121
2020-01-16 12:00:00+00:00,-4.5,64.5,29.09586
2020-01-16 12:00:00+00:00,-4.5,65.5,29.18906
2020-01-16 12:00:00+00:00,-4.5,66.5,29.264534
2020-01-16 12:00:00+00:00,-4.5,67.5,29.254131
2020-01-16 12:00:00+00:00,-4.5,68.5,29.174637
2020-01-16 12:00:00+00:00,-4.5,69.5,29.133018
2020-01-16 12:00:00+00:00,-4.5,70.5,29.136427
2020-01-16 12:00:00+00:00,-4.5,71.5,29.149206
2020-01-16 12:00:00+00:00,-4.5,72.5,29.15808
2020-01-16 12:00:00+00:00,-4.5,73.5,29.171879
2020-01-16 12:00:00+00:00,-4.5,74.5,29.205143
2020-01-16 12:00:00+00:00,-4.5,75.5,29.253918
2020-01-16 12:00:00+00:00,-4.5,76.5,29.298244
2020-01-16 12:00:00+00:00,-4.5,77.5,29.296625
2020-01-16 12:00:00+00:00,-4.5,78.5,29.249542
2020-01-16 12:00:00+00:00,-4.5,79.5,29.15672
2020-01-16 12:00:00+00:00,-4.5,80.5,29.038635
2020-01-16 12:00:00+00:00,-5.5,60.5,29.190035
2020-01-16 12:00:00+00:00,-5.5,61.5,29.100155
2020-01-16 12:00:00+00:00,-5.5,62.5,28.914118
2020-01-16 12:00:00+00:00,-5.5,63.5,28.910004
2020-01-16 12:00:00+00:00,-5.5,64.5,29.106247
2020-01-16 12:00:00+00:00,-5.5,65.5,29.238964
2020-01-16 12:00:00+00:00,-5.5,66.5,29.271803
2020-01-16 12:00:00+00:00,-5.5,67.5,29.264296
2020-01-16 12:00:00+00:00,-5.5,68.5,29.224518
2020-01-16 12:00:00+00:00,-5.5,69.5,29.184525
2020-01-16 12:00:00+00:00,-5.5,70.5,29.160742
2020-01-16 12:00:00+00:00,-5.5,71.5,29.157978
2020-01-16 12:00:00+00:00,-5.5,72.5,29.16042
2020-01-16 12:00:00+00:00,-5.5,73.5,29.148785
2020-01-16 12:00:00+00:00,-5.5,74.5,29.14648
2020-01-16 12:00:00+00:00,-5.5,75.5,29.210855
